Protein	BinNumber	BinName	TrivialName
at1g66940	GMM:29.4	protein.postranslational modification	35.2
at2g09125	35.2	35.2	35.2
at4g35733	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at4g15920	GMM:33.99	development.unspecified	AtSWEET17;SWEET17
at4g06533	35.2	35.2	35.2
at3g50620	GMM:35.1	not assigned.no ontology	35.2
at1g12460	GMM:30.2.7	signalling.receptor kinases.leucine rich repeat VII	35.2
at2g12150	GMM:28.99	DNA.unspecified	35.2
at2g02720	GMM:10.6.3	cell wall.degradation.pectate lyases and polygalacturonases	35.2
at2g08945	35.2	35.2	35.2
at2g15880	GMM:10.5.3	cell wall.cell wall proteins.LRR	35.2
at3g44117	35.2	35.2	35.2
at3g26690	GMM:23.3.3	nucleotide metabolism.salvage.NUDIX hydrolases	ATNUDT13;ATNUDX13;NUDX13
at1g26760	GMM:27.3.69	RNA.regulation of transcription.SET-domain transcriptional regulator family	SDG35;ATXR1
at4g06642	35.2	35.2	35.2
at1g70220	GMM:35.2	not assigned.unknown	35.2
at1g28040	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING	35.2
at2g37678	GMM:30.10;GMM:33.99	signalling.phosphorelay;development.unspecified	FHY1;FRY1;PAT3
at5g02710	GMM:35.2	not assigned.unknown	35.2
at3g25800	GMM:29.4	protein.postranslational modification	PR 65;PP2AA2
at3g20490	35.2	35.2	35.2
at3g07700	GMM:35.1.1	not assigned.no ontology.ABC1 family protein	35.2
at2g08930	35.2	35.2	35.2
at4g19320	35.2	35.2	35.2
at5g52545	GMM:35.2	not assigned.unknown	35.2
at5g54375	GMM:29.2.7.1.14	protein.synthesis.transfer RNA.nucleus.tRNA-Phe	35.2
at2g35580	GMM:29.5.5	protein.degradation.serine protease	35.2
at4g17510	GMM:29.5	protein.degradation	UCH3
at5g65580	35.2	35.2	35.2
at1g05493	35.2	35.2	35.2
at3g03990	35.2	35.2	35.2
at5g48300	GMM:2.1.2.1	major CHO metabolism.synthesis.starch.AGPase	APS1;ADG1
at1g26740	GMM:29.2.1.1.3.2.32	protein.synthesis.ribosomal protein.prokaryotic.unknown organellar.50S subunit.L32	35.2
at4g07470	35.2	35.2	35.2
at2g12830	35.2	35.2	35.2
at3g12502	GMM:32	"micro RNA, natural antisense etc"	35.2
at2g33730	GMM:27.1.2	RNA.processing.RNA helicase	35.2
at3g01780	GMM:35.2	not assigned.unknown	TPLATE
at4g06574	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at4g07521	35.2	35.2	35.2
at4g34910	GMM:29.2.2.3.5	protein.synthesis.ribosome biogenesis.pre-rRNA processing and modifications.DExD-box helicases	35.2
at3g03380	GMM:29.5.5	protein.degradation.serine protease	DegP7
at5g32825	GMM:28.1.1.5	DNA.synthesis/chromatin structure.retrotransposon/transposase.CACTA-like transposase	35.2
at1g02310	GMM:26.3	"misc.gluco-, galacto- and mannosidases"	MAN1
at5g09675	35.2	35.2	35.2
at1g75980	GMM:35.2	not assigned.unknown	35.2
at5g34686	35.2	35.2	35.2
at1g75090	GMM:28.2	DNA.repair	35.2
at1g13245	GMM:33.99	development.unspecified	RTFL17;DVL4
at3g24360	GMM:13.2.6.3;GMM:11.9.4.3	amino acid metabolism.degradation.aromatic aa.tryptophan;lipid metabolism.lipid degradation.beta-oxidation.enoyl CoA hydratase	35.2
at5g26775	GMM:28.1.1.2	DNA.synthesis/chromatin structure.retrotransposon/transposase.non-LTR retrotransposon	35.2
at5g58720	GMM:28.1	DNA.synthesis/chromatin structure	35.2
at3g16850	GMM:10.6.3	cell wall.degradation.pectate lyases and polygalacturonases	35.2
at1g41803	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at3g56970	GMM:27.3.6	RNA.regulation of transcription.basic helix-loop-helix family (bHLH)	ORG2;BHLH038
at5g06630	GMM:35.1.42	not assigned.no ontology.proline rich family	35.2
at2g37870	GMM:26.21	misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein	35.2
at5g41650	GMM:24.2	biodegradation of xenobiotics.lactoylglutathione lyase	35.2
at2g45280	GMM:28.2	DNA.repair	ATRAD51C
at5g42500	GMM:20.1.7	stress.biotic.PR-proteins	35.2
at1g17380	GMM:35.2	not assigned.unknown	TIFY11A;JAZ5
at5g10540	GMM:29.5	protein.degradation	35.2
at5g59900	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein	35.2
at2g10780	GMM:28.1	DNA.synthesis/chromatin structure	35.2
at2g08510	35.2	35.2	35.2
at1g40470	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at1g35590	GMM:28.99	DNA.unspecified	35.2
at3g05075	35.2	35.2	35.2
at5g54855	GMM:20.2.99	stress.abiotic.unspecified	35.2
at5g39940	GMM:35.2	not assigned.unknown	35.2
at5g01330	GMM:5.2	fermentation.PDC	PDC3
at1g11470	35.2	35.2	35.2
at1g02965	35.2	35.2	35.2
at4g33220	GMM:10.8.1	cell wall.pectinesterases.PME	PME44;ATPME44
at2g39260	GMM:29.2.99	protein.synthesis.misc	35.2
at1g36990	35.2	35.2	35.2
at2g19790	GMM:29.3.4.99	protein.targeting.secretory pathway.unspecified	35.2
at3g48346	35.2	35.2	35.2
at4g33467	35.2	35.2	35.2
at5g59630	GMM:35.1.40	not assigned.no ontology.glycine rich proteins	35.2
at3g18830	GMM:34.2	transport.sugars	ATPMT5;ATPLT5;PMT5
at5g07340	GMM:30.3	signalling.calcium	35.2
at4g06568	GMM:28.1.1.5	DNA.synthesis/chromatin structure.retrotransposon/transposase.CACTA-like transposase	35.2
at3g31420	GMM:28.1.1.2	DNA.synthesis/chromatin structure.retrotransposon/transposase.non-LTR retrotransposon	35.2
at3g18035	GMM:28.1.3.1	DNA.synthesis/chromatin structure.histone.H1	HON4
at5g10100	GMM:3.2.2	minor CHO metabolism.trehalose.TPP	TPPI
at5g08045	35.2	35.2	35.2
at2g28780	35.2	35.2	35.2
at2g14340	35.2	35.2	35.2
at2g26865	35.2	35.2	35.2
at2g05585	35.2	35.2	35.2
at1g04707	35.2	35.2	35.2
at1g69300	GMM:29.2.7.1.3	protein.synthesis.transfer RNA.nucleus.tRNA-Asn	35.2
at5g45920	GMM:26.28	misc.GDSL-motif lipase	35.2
at1g36640	35.2	35.2	35.2
at4g19680	GMM:34.12	transport.metal	ATIRT2
at3g24640	35.2	35.2	35.2
at2g30580	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING	DRIP2
at5g54890	35.2	35.2	35.2
at1g14030	GMM:1.3.13	PS.calvin cycle.rubisco interacting	35.2
at4g34410	GMM:17.5.2	hormone metabolism.ethylene.signal transduction	RRTF1
at3g62660	GMM:26.2	misc.UDP glucosyl and glucoronyl transferases	GATL7
at3g04520	GMM:13.2.5.2	amino acid metabolism.degradation.serine-glycine-cysteine group.glycine	THA2
at5g66535	GMM:29.2.7.1.3	protein.synthesis.transfer RNA.nucleus.tRNA-Asn	35.2
at5g58760	GMM:27.3.99	RNA.regulation of transcription.unclassified	35.2
at3g54430	GMM:33.99	development.unspecified	SRS6
at3g08905	35.2	35.2	35.2
at1g12410	GMM:29.5.5	protein.degradation.serine protease	CLP2;NCLPP2
at4g21370	GMM:30.2.24	signalling.receptor kinases.S-locus glycoprotein like	35.2
at2g31200	GMM:31.1	cell.organisation	ATADF6;ADF6
at3g61220	GMM:26.22	misc.short chain dehydrogenase/reductase (SDR)	35.2
at5g07620	GMM:30.2.3	signalling.receptor kinases.leucine rich repeat III	35.2
at1g26220	GMM:26.24	misc.GCN5-related N-acetyltransferase	35.2
at3g24540	GMM:30.2.22	signalling.receptor kinases.proline extensin like	35.2
at1g47200	GMM:31.1	cell.organisation	WPP2
at1g21210	GMM:30.2.25	signalling.receptor kinases.wall associated kinase	WAK4
at4g17220	GMM:31.1	cell.organisation	MAP70-5;ATMAP70-5
at3g46617	GMM:35.2	not assigned.unknown	35.2
at1g13760	35.2	35.2	35.2
at4g09760	GMM:11.3.2	lipid metabolism.phospholipid synthesis.choline kinase	35.2
at2g39220	GMM:33.1	development.storage proteins	PLA IIB;PLP6
at5g65130	GMM:27.3.3	"RNA.regulation of transcription.AP2/EREBP, APETALA2/ethylene-responsive element binding protein family"	35.2
at3g42206	35.2	35.2	35.2
at1g09237	35.2	35.2	35.2
at1g32880	GMM:29.3.1	protein.targeting.nucleus	35.2
at5g55490	GMM:35.2	not assigned.unknown	ATGEX1;GEX1
at2g16190	35.2	35.2	35.2
at4g39615	GMM:29.2.7.1.18	protein.synthesis.transfer RNA.nucleus.tRNA-Trp	35.2
at1g31772	GMM:20.1.7.12	stress.biotic.PR-proteins.PR12 (plant defensins)	35.2
at2g34202	GMM:32	"micro RNA, natural antisense etc"	35.2
at1g79180	GMM:27.3.25	RNA.regulation of transcription.MYB domain transcription factor family	ATMYB63;MYB63
at3g00980	35.2	35.2	35.2
at5g16750	GMM:29.2.2.3.4	protein.synthesis.ribosome biogenesis.pre-rRNA processing and modifications.WD-repeat proteins	TOZ
at5g60260	35.2	35.2	35.2
at1g09063	35.2	35.2	35.2
at5g45870	GMM:20.2.99	stress.abiotic.unspecified	RCAR6;PYL12
at2g39170	35.2	35.2	35.2
at2g24750	35.2	35.2	35.2
at5g42310	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein	35.2
at1g46048	35.2	35.2	35.2
at1g22980	GMM:35.2	not assigned.unknown	35.2
at5g58290	GMM:29.5.11.20	protein.degradation.ubiquitin.proteasom	RPT3
at5g28176	35.2	35.2	35.2
at2g07663	35.2	35.2	35.2
at4g30845	35.2	35.2	35.2
at3g25855	35.2	35.2	35.2
at3g09025	35.2	35.2	35.2
at5g03060	35.2	35.2	35.2
at5g03715	35.2	35.2	35.2
at3g05220	GMM:34.12	transport.metal	35.2
at4g03063	GMM:16.5.1	secondary metabolism.sulfur-containing.glucosinolates	35.2
at1g61300	GMM:20.1.7	stress.biotic.PR-proteins	35.2
at2g29830	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at3g31930	35.2	35.2	35.2
at5g62120	GMM:27.3.5	RNA.regulation of transcription.ARR	RR23;ARR23
at5g35690	GMM:29.5.7	protein.degradation.metalloprotease	35.2
at1g76360	GMM:29.4.1.57	protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VII	35.2
at3g14890	GMM:28.2	DNA.repair	35.2
at1g58983	GMM:29.2.1.2.1.2	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S2	35.2
at3g24310	GMM:27.3.25	RNA.regulation of transcription.MYB domain transcription factor family	MYB305;ATMYB71
at1g64320	GMM:31.1.1.3;GMM:31.1	cell.organisation.cytoskeleton.Myosin;cell.organisation	35.2
at5g60140	GMM:27.3.41	RNA.regulation of transcription.B3 transcription factor family	35.2
at2g07185	35.2	35.2	35.2
at4g18610	35.2	35.2	LSH9
atmg00290	GMM:29.2.1.1.2.1.4	protein.synthesis.ribosomal protein.prokaryotic.mitochondrion.30S subunit.S4	35.2
at1g04127	35.2	35.2	35.2
at5g66815	35.2	35.2	35.2
at4g03560	GMM:34.21	transport.calcium	TPC1;ATTPC1;FOU2;ATCCH1
at5g13490	GMM:34.14	transport.unspecified cations	AAC2
at3g26815	GMM:32	"micro RNA, natural antisense etc"	35.2
at1g02952	GMM:32	"micro RNA, natural antisense etc"	35.2
at4g24170	GMM:31.1	cell.organisation	35.2
at1g78840	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at4g28960	35.2	35.2	35.2
at4g06625	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at2g17730	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING	NIP2
at5g54150	35.2	35.2	35.2
at2g05185	35.2	35.2	35.2
at5g14680	GMM:20.2.99	stress.abiotic.unspecified	35.2
at4g28750	GMM:1.1.2.2	PS.lightreaction.photosystem I.PSI polypeptide subunits	PSAE-1
at1g31000	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at4g23240	GMM:30.2.17	signalling.receptor kinases.DUF 26	CRK16
at2g14247	35.2	35.2	35.2
at1g29760	35.2	35.2	35.2
at1g73830	GMM:27.3.6	RNA.regulation of transcription.basic helix-loop-helix family (bHLH)	BEE3
at2g41950	35.2	35.2	35.2
at2g08590	35.2	35.2	35.2
at5g50010	GMM:27.3.6	RNA.regulation of transcription.basic helix-loop-helix family (bHLH)	35.2
at2g40270	GMM:29.4.1.51	protein.postranslational modification.kinase.receptor like cytoplasmatic kinase I	35.2
at3g49010	GMM:29.2.1.2.2.13	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L13	RSU2;BBC1;ATBBC1
at5g24160	GMM:17.3.1.2.99	hormone metabolism.brassinosteroid.synthesis-degradation.sterols.other	SQE6
at5g66250	35.2	35.2	35.2
at3g06255	35.2	35.2	35.2
at1g15175	GMM:32	"micro RNA, natural antisense etc"	35.2
at1g56820	GMM:29.2.7.1.16	protein.synthesis.transfer RNA.nucleus.tRNA-Ser	35.2
at4g06523	GMM:28.1.1.2	DNA.synthesis/chromatin structure.retrotransposon/transposase.non-LTR retrotransposon	35.2
at3g22230	GMM:29.2.1.2.2.27	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L27	35.2
at1g74800	GMM:29.7	protein.glycosylation	35.2
at5g45276	35.2	35.2	35.2
at2g23730	35.2	35.2	35.2
at3g32305	GMM:28.1.1.3	DNA.synthesis/chromatin structure.retrotransposon/transposase.copia-like retrotransposon	35.2
at3g31375	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at4g04775	35.2	35.2	35.2
at5g28232	GMM:28.1.1.7	DNA.synthesis/chromatin structure.retrotransposon/transposase.mutator-like transposase	35.2
at3g01795	35.2	35.2	35.2
at2g44300	GMM:11.6	lipid metabolism.lipid transfer proteins etc	35.2
at1g20575	GMM:29.7	protein.glycosylation	35.2
at4g34750	GMM:17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	35.2
at4g07275	35.2	35.2	35.2
at1g27740	GMM:27.3.6	RNA.regulation of transcription.basic helix-loop-helix family (bHLH)	RSL4
at3g14690	GMM:26.10	misc.cytochrome P450	CYP72A15
at3g21960	GMM:30.2.99	signalling.receptor kinases.misc	35.2
at5g41750	GMM:20.1.7	stress.biotic.PR-proteins	35.2
at4g29960	35.2	35.2	35.2
at4g21350	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING	B80;PUB8
at2g26700	GMM:29.4	protein.postranslational modification	PID2
at2g07520	35.2	35.2	35.2
at4g08640	GMM:27.3.29	RNA.regulation of transcription.TCP transcription factor family	35.2
at2g13470	GMM:28.1.1.2	DNA.synthesis/chromatin structure.retrotransposon/transposase.non-LTR retrotransposon	35.2
at3g07030	GMM:35.2	not assigned.unknown	35.2
at4g21600	GMM:28.1	DNA.synthesis/chromatin structure	ENDO5
at5g28415	GMM:28.1.1.3	DNA.synthesis/chromatin structure.retrotransposon/transposase.copia-like retrotransposon	35.2
at1g60550	GMM:18.5.2.5	Co-factor and vitamine metabolism.folate and vitamine K.vitamine K.naphthoate synthase	ECHID;DHNS
at2g07783	35.2	35.2	35.2
at3g06600	GMM:35.2	not assigned.unknown	35.2
at1g43830	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at1g12150	GMM:35.2	not assigned.unknown	35.2
at3g59890	GMM:13.1.3.5.2	amino acid metabolism.synthesis.aspartate family.lysine.dihydrodipicolinate reductase	35.2
at5g08615	35.2	35.2	35.2
at5g07845	35.2	35.2	35.2
at3g24580	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at1g40073	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at5g13690	GMM:26.8	"misc.nitrilases, nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases"	NAGLU;CYL1
at3g04180	GMM:20.2.99	stress.abiotic.unspecified	35.2
at1g76600	35.2	35.2	35.2
at3g05850	GMM:28.1.1.7	DNA.synthesis/chromatin structure.retrotransposon/transposase.mutator-like transposase	35.2
at3g18160	GMM:33.99	development.unspecified	PEX3-1
at3g28830	35.2	35.2	35.2
at5g12080	GMM:30.99	signalling.unspecified	MSL10;ATMSL10
at3g23280	GMM:31.1	cell.organisation	XBAT35
at2g37260	GMM:27.3.32	RNA.regulation of transcription.WRKY domain transcription factor family	ATWRKY44;WRKY44;DSL1;TTG2
at3g24160	35.2	35.2	PMP
at3g44700	GMM:35.2	not assigned.unknown	35.2
at3g59380	GMM:29.4	protein.postranslational modification	PFT/PGGT-IALPHA;ATFTA;FTA;PLP
at1g57010	GMM:29.2.7.1.19	protein.synthesis.transfer RNA.nucleus.tRNA-Tyr	35.2
at3g03030	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at3g21660	GMM:29.5.11	protein.degradation.ubiquitin	35.2
at2g24310	35.2	35.2	35.2
at1g50870	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at3g19940	GMM:34.2	transport.sugars	35.2
at3g05855	35.2	35.2	35.2
at3g42480	35.2	35.2	35.2
at3g27730	GMM:28.1	DNA.synthesis/chromatin structure	MER3;RCK
at2g03180	35.2	35.2	35.2
at2g17705	35.2	35.2	35.2
at3g01620	GMM:26.8	"misc.nitrilases, nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases"	35.2
at1g60430	GMM:31.1	cell.organisation	ARPC3
at1g27280	GMM:35.1.25	not assigned.no ontology.paired amphipathic helix repeat-containing protein	35.2
at1g74590	GMM:26.9	misc.glutathione S transferases	GSTU10;ATGSTU10
at5g56550	35.2	35.2	OXS3;ATOXS3
at1g23950	35.2	35.2	35.2
at1g23660	35.2	35.2	35.2
at2g18880	35.2	35.2	VEL2
at3g24810	GMM:31.3	cell.cycle	ICK3;KRP5
at5g60880	35.2	35.2	BASL
at5g28462	GMM:35.2	not assigned.unknown	35.2
at1g68845	35.2	35.2	35.2
at1g74300	GMM:35.1	not assigned.no ontology	35.2
at1g48635	GMM:31.1	cell.organisation	PEX3;PEX3-2
at3g05152	35.2	35.2	35.2
at5g44480	GMM:10.1.9	cell wall.precursor synthesis.MUR4	DUR
at2g07716	35.2	35.2	35.2
at3g03490	GMM:31.1	cell.organisation	PEX19-1;AtPEX19-1
at1g09176	35.2	35.2	35.2
at5g17060	GMM:29.3.4.99	protein.targeting.secretory pathway.unspecified	ARFB1B;ATARFB1B
at2g00780	35.2	35.2	35.2
at1g69840	35.2	35.2	35.2
at2g34730	GMM:31.1	cell.organisation	35.2
at5g15890	35.2	35.2	TBL21
at3g29420	GMM:16.1.1.10	secondary metabolism.isoprenoids.non-mevalonate pathway.geranylgeranyl pyrophosphate synthase	35.2
at2g32010	GMM:28.1	DNA.synthesis/chromatin structure	CVL1
at1g47946	35.2	35.2	35.2
at4g15733	GMM:20.1.7	stress.biotic.PR-proteins	SCRL11
at1g58025	GMM:27.3.42	RNA.regulation of transcription.bromodomain proteins	35.2
at1g64035	GMM:20.1	stress.biotic	35.2
at5g01712	35.2	35.2	CPuORF48
at3g59820	GMM:30.3	signalling.calcium	35.2
at3g42628	GMM:4.1.15	glycolysis.cytosolic branch.phospho-enol-pyruvate carboxylase (PEPC)	35.2
at4g16015	GMM:35.1.26	not assigned.no ontology.DC1 domain containing protein	35.2
at1g55990	GMM:35.1.40	not assigned.no ontology.glycine rich proteins	35.2
at1g08115	GMM:27.1	RNA.processing	35.2
at2g10820	GMM:28.1.1.2	DNA.synthesis/chromatin structure.retrotransposon/transposase.non-LTR retrotransposon	35.2
at1g08975	35.2	35.2	35.2
at5g52010	GMM:27.3.11	RNA.regulation of transcription.C2H2 zinc finger family	35.2
at4g21902	35.2	35.2	35.2
at1g04977	35.2	35.2	35.2
at3g45242	35.2	35.2	CPuORF61
at1g20900	GMM:27.3.67	RNA.regulation of transcription.putative transcription regulator	AHL27;ESC;ORE7
at5g23150	GMM:27.3.68	RNA.regulation of transcription.PWWP domain protein	HUA2
at2g07664	35.2	35.2	35.2
at5g58300	GMM:30.2.3	signalling.receptor kinases.leucine rich repeat III	35.2
at4g34550	GMM:35.2	not assigned.unknown	35.2
at2g09240	35.2	35.2	35.2
at5g13050	GMM:25.4	C1-metabolism.5-formyltetrahydrofolate cyclo-ligase	5-FCL
at4g03595	35.2	35.2	35.2
at3g59455	GMM:26.21	misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein	35.2
at1g52060	GMM:17.7.3	hormone metabolism.jasmonate.induced-regulated-responsive-activated	35.2
at1g21928	35.2	35.2	35.2
at1g55207	35.2	35.2	35.2
at5g26673	35.2	35.2	35.2
at2g16890	GMM:26.2	misc.UDP glucosyl and glucoronyl transferases	35.2
at2g05030	35.2	35.2	35.2
at2g07365	GMM:28.1.1.3	DNA.synthesis/chromatin structure.retrotransposon/transposase.copia-like retrotransposon	35.2
at3g03495	35.2	35.2	35.2
at2g20150	35.2	35.2	35.2
at4g32110	35.2	35.2	35.2
at1g05273	35.2	35.2	35.2
at2g41391	GMM:33.99	development.unspecified	35.2
at3g20340	35.2	35.2	35.2
at5g55160	GMM:29.5.11.1	protein.degradation.ubiquitin.ubiquitin	ATSUMO2;SUMO2;SUMO 2
at5g04110	GMM:28.1	DNA.synthesis/chromatin structure	GYRB3
at4g27970	GMM:34.9	transport.metabolite transporters at the mitochondrial membrane	SLAH2
at2g02930	GMM:26.9	misc.glutathione S transferases	GST16;GSTF3
at4g38920	GMM:34.1.1.2;GMM:34.1.1	transport.p- and v-ATPases.H+-transporting two-sector ATPase.subunit C;transport.p- and v-ATPases.H+-transporting two-sector ATPase	AVA-P3;ATVHA-C3;VHA-C3
at5g31122	GMM:28.1	DNA.synthesis/chromatin structure	35.2
at2g39518	35.2	35.2	35.2
at3g11200	GMM:27.3.2	RNA.regulation of transcription.alfin-like	AL2
atmg00600	35.2	35.2	ORF106C
at3g16280	GMM:27.3.3	"RNA.regulation of transcription.AP2/EREBP, APETALA2/ethylene-responsive element binding protein family"	35.2
at5g35160	GMM:35.2	not assigned.unknown	35.2
at5g41260	GMM:29.4	protein.postranslational modification	35.2
at3g50140	GMM:35.2	not assigned.unknown	35.2
at3g52260	GMM:29.1.30	protein.aa activation.pseudouridylate synthase	35.2
at5g05970	GMM:27.1	RNA.processing	NEDD1
at1g33790	GMM:26.16	misc.myrosinases-lectin-jacalin	35.2
at3g59610	GMM:26.16	misc.myrosinases-lectin-jacalin	35.2
at3g25900	GMM:13.1.3.4.12	amino acid metabolism.synthesis.aspartate family.methionine.homocysteine S-methyltransferase	ATHMT-1;HMT-1
at5g56061	35.2	35.2	35.2
at3g22640	GMM:33.1	development.storage proteins	PAP85
at2g37130	GMM:26.12	misc.peroxidases	35.2
at3g07300	GMM:29.2.3	protein.synthesis.initiation	35.2
at1g73480	35.2	35.2	35.2
at3g09290	GMM:27.3.11	RNA.regulation of transcription.C2H2 zinc finger family	TAC1
at1g62570	GMM:16.5.1.1.1.10;GMM:26.7	"secondary metabolism.sulfur-containing.glucosinolates.synthesis.aliphatic.flavin-containing monooxygenase;misc.oxidases - copper, flavone etc"	FMO GS-OX4
at5g63950	GMM:27.3.44	RNA.regulation of transcription.chromatin remodeling factors	CHR24
at4g29310	GMM:35.2	not assigned.unknown	35.2
at1g09913	35.2	35.2	35.2
at3g17100	GMM:27.3.6	RNA.regulation of transcription.basic helix-loop-helix family (bHLH)	35.2
at3g56680	35.2	35.2	35.2
at3g08645	35.2	35.2	35.2
at3g03720	GMM:34.3	transport.amino acids	CAT4
at4g01980	GMM:27.3.25	RNA.regulation of transcription.MYB domain transcription factor family	35.2
at4g29580	GMM:23.2	nucleotide metabolism.degradation	35.2
at2g04450	GMM:23.3.3	nucleotide metabolism.salvage.NUDIX hydrolases	ATNUDX6;NUDT6;ATNUDT6;NUDX6
at5g62090	GMM:35.2	not assigned.unknown	SLK2
at5g33389	35.2	35.2	35.2
at1g52470	35.2	35.2	35.2
at1g25330	GMM:27.3.6	RNA.regulation of transcription.basic helix-loop-helix family (bHLH)	35.2
at4g08615	35.2	35.2	35.2
at2g09375	35.2	35.2	35.2
at3g30813	GMM:29.1.6	protein.aa activation.lysine-tRNA ligase	35.2
